status,id,type,title,author_1,author_2,author_3,author_4,author_5,author_6,author_7,author_8,author_9,author_10,booktitle,editor_1,editor_2,editor_3,editor_4,editor_5,editor_6,editor_7,editor_8,editor_9,editor_10,journal,volume,issue,publisher,pages,year,main_theme,secondary_theme,lang,link,doi,publication_country,search_term,rest
not matched,1349,Book Chapter,"Orientierungswissen und Handlungskompetenzen in der globalen Welti: Reihe Politik und Bildung, 84","Grammes, T.","Leps, H.",,,,,,,,,"Citizenship Education. Konzepte, Anregungen und Ideen zur Demokratiebildung."," Kenner, S.",D. Lange,,,,,,,,,,,,Wochenschau Verlag,172-187,2018,"['conceptual publications', 'Theoretical']",[],German,https://www.wochenschau-verlag.de/Citizenship-Education/40586,not found,,,
not matched,1351,Book Chapter,Globales Lernen - eine politische Bildung im Weltzusammenhang,"Hartmeyer, Helmuth",,,,,,,,,,Im Blickwinkel: Politische Erwachsenenbildung in Österreich.," Baumgartner, R.","Gürses, H. ",,,,,,,,,,,,Wochenschau Verlag,49-62,2015,"['conceptual publications', 'Theoretical']",[],German,,not found,,,
not matched,1355,Book Chapter,Im Kern die Haltung! Gewaltfreie Kommunikation als Beitrag zum Globalen Lernen: Schriftenreihe Ökologie und Erziehungswissenschaft der Kommission Umweltbildung der Deutschen Gesellschaft für Erziehungswissenschaft,"Lang-Wojtasik, Gregor",,,,,,,,,,Mit Bildung die Welt verändern? Globales Lernen für eine nachhaltige Entwicklung.,"Emde, O.","Jakubczyk, U.","Kappes, B.","Overwien, Bernd",,,,,,,,,,Barbara Budrich,78-90,2017,"['conceptual publications', 'Theoretical']",[],German,https://www.fachportal-paedagogik.de/literatur/vollanzeige.html?FId=1165402,not found,,,
not matched,1359,Book Chapter,Die Zukunft des Lernens in globaler und nachhaltiger Perspektive,"Overwien, Bernd",,,,,,,,,,"Bildung 2030 - Sieben Trends, die die Bildung revolutionieren.","Burow, Olaf-Axel ",,,,,,,,,,,,,Beltz - Beltz Juventa,138-150,2017,"['conceptual publications', 'Theoretical']",[],German,http://www.beltz.de/de/nc/verlagsgruppe-beltz/gesamtprogramm.html?isbn=978-3-407-25760-4,not found,,,
not matched,1388,Book Chapter,Dall’Educazione Ambientale all’Educazione alla Cittadinanza Globale nelle scuole italiane. Una storia di chiaro-scuri,"Chello, Fabrizio",,,,,,,,,,Crescere sostenibile: Una ricerca-azione sull’Educazione alla Cittadinanza Globale nelle scuole napoletane,"Chello, Fabrizio","Morbelli,Maria Cristiana ","Perillo, Pascal",,,,,,,,,,,Pensa MultiMedia,,2018,['Formal Education'],[],Italian,http://hdl.handle.net/20.500.12570/12709,not found,,,
not matched,1389,Book Chapter,Quando la cittadinanza interroga i curricula,"Surian, Alessio",,,,,,,,,,"Educare alla cittadinanza attiva. Luoghi, metodi, discipline","Luatti, L.",,,,,,,,,,,,,Carocci Editore,189-197,2009,['Formal Education'],[],Italian,http://www.carocci.it/index.php?option=com_carocci&task=schedalibro&Itemid=72&isbn=9788843050765,not found,,,
not matched,1427,Book Chapter,Educare alla cittadinanza globale in prospettiva interculturale: il contributo di Martha Nussbaum,"Fiorucci, M.",,,,,,,,,,"La «pedagogia» di Martha Nussbau,","Alessandrini, Giuditta",,,,,,,,,,,,,FrancoAngeli,107-120,2014,"['conceptual publications', 'Theoretical']",[],Italian,https://iris.uniroma3.it/handle/11590/172774,not found,,,
not matched,1428,Book Chapter,Educare alla cittadinanza globale in una prospettiva interculturale,"Fiorucci, M.",,,,,,,,,,"Una bussola per la scuola. Nuove strategie pedagogiche e didattiche per gli studenti di oggi,"," Volpicella, A.M.","Crescenza, Giorgio (A c. di)",,,,,,,,,,,,Edizioni Conoscenza,69-90,2017,"['conceptual publications', 'Theoretical']",[],Italian,https://www.edizioniconoscenza.it/wp-content/uploads/2017/01/Pagine-da-BUSSOLA-riedizione.pdf,not found,,,
not matched,1429,Book Chapter,Educazione alla cittadinanza tra locale e globale,"Santerini, M.",,,,,,,,,,"Educare alla cittadinanza attiva. luoghi, metodi, discipline","Luatti, L.",,,,,,,,,,,,,Carocci Editore,32-387,2009,"['conceptual publications', 'Theoretical']",[],Italian,https://publicatt.unicatt.it/handle/10807/32184,not found,,,
not matched,1430,Book Chapter,‘Formazione globale come agire politico’,"Tarozzi, Massimiliano",,,,,,,,,,Educazione alla cittadinanza. Comunità e diritti,"Tarozzi, Massimiliano",,,,,,,,,,,,,Guerini Studio,157-182,2005,"['conceptual publications', 'Theoretical']",[],Italian,,not found,,,
not matched,1431,Book Chapter,"Educare alla cittadinanza globale, fra crisi del multiculturalismo e nuovi bisogni di equità'","Tarozzi, Massimiliano",,,,,,,,,,"Per un nuovo patto di solidarietà. Il ruolo della pedagogia nella costruzione dei percorsi identitari, spazi di cittadinanza e dialoghi interculturali","Loiodice, I. ","Ulivieri, S.",,,,,,,,,,,,Progedid,221-230,2017,"['conceptual publications', 'Theoretical']",[],Italian,,not found,,,
not matched,1455,Book Chapter,Cidadania global como tema interdisciplinar em universidades inglesas,"Moraes, Silvia Elisabeth",,,,,,,,,,Práticas da Interdisciplinaridade no Ensino e Pesquisa (1. edição),"Arlindo, Philippi Jr."," Fernandes, V.",,,,,,,,,,,,Editora Manole,,2015,['Formal Education'],[],Portuguese,https://www.amazon.com.br/Pr%C3%A1ticas-interdisciplinaridade-no-ensino-pesquisa/dp/8520438938,not found,Brazil,,
not matched,1456,Book Chapter,Internacionalização em casa e Educação para a Cidadania Global: primeiras aproximações,"Santos Jorge, M.L.",,,,,,,,,,"Internacionalização do ensino superior: concepções e experiências, Parte 1(2)","Vianna, R. de Sousa","Laranjeira, D.A. ",,,,,,,,,,,,Editora da Universidade do Estado de Minas Gerais,36-45,2018,['Formal Education'],"['Teacher education', 'training of trainers']",Portuguese,n.a.,not found,Brazil,,
not matched,1457,Book Chapter,Educação para a Cidadania Global: um desafio à comunidade escolar,"Serrão, J.",,,,,,,,,,Coleção Ciências da Educação - Série debates e perspectivas. O outro lado do espelho: percursos de investigação (CeiED 2013-2017),"Teodoro, António",,,,,,,,,,,,,"Centro de Estudos e Intervenção em Educação e Formação (CEIEF), Universidade Lusófona de Humanidades e Tecnologias",,2018,['Formal Education'],[],Portuguese,http://recil.grupolusofona.pt/xmlui/bitstream/handle/10437/9823/n5%20O%20outro%20lado%20do%20espelho_e-book.pdf?sequence=1#page=39,not found,,,
not matched,1501,Book Chapter,A Rede ECG: o caminho de uma rede de educadores/as em torno da Cidadania Global,"Martins, Teresa","Cardoso, Jorge",,,,,,,,,Trabalhar (s)em Rede em Educação: dinâmicas de cooperação,"Pires, Ana Luísa de Oliveira","Vasconcelos, A.","Figueiredo, C.","Gaio Alves, M.",,,,,,,,,,"UIED, FCT, Universidade Nova de Lisboa",113-140,2014,['Non-formal education'],[],Portuguese,,not found,,,
not matched,1526,Book Chapter,Internacionalização em casa e Educação para a Cidadania Global: primeiras aproximações,"Santos Jorge, M.L.",,,,,,,,,,"Internacionalização do ensino superior: concepções e experiências, Parte 1(2)"," Vianna, R. de Sousa","Laranjeira, D.A. ",,,,,,,,,,,,Editora da Universidade do Estado de Minas Gerais,36-45,2018,"['training of trainers', 'Teacher education']",[],Portuguese,n.a.,not found,Brazil,,
not matched,1590,Book Chapter,Hacia una ciudadanía global: Enseñanza de aspectos culturales y de género en la universidad con la revista de Oxfam Intermón," Lirola, Maria Martínez",,,,,,,,,,"Comunicambio: comunicación and sociedad civil para el cambio social, Madrid, Fragua","Nos, E.","Arévalo, A.","Farné, Alessandra",,,,,,,,,,,,861-870,2015,['Higher education research'],[],Spanish,https://rua.ua.es/dspace/handle/10045/56428,not found,,CIUDADANÍA GLOBAL,
not matched,1591,Book Chapter,¿Qué significa una práctica crítica del desarrollo? El potencial de los espacios educativos informales en la universidad,"Pellicer, V.","Boni, Aristizábal Alejandra","Calabuig-Tormo, Carola",,,,,,,,"Comunicambio: comunicación and sociedad civil para el cambio social, Castellón, Fragua","Nos, E.","Arévalo, A.","Farné, Alessandra",,,,,,,,,,,,929-940,2015,['Higher education research'],[],Spanish,https://digital.csic.es/handle/10261/132505,not found,,EDUCACIÓN PARA EL DESARROLLO,
not matched,1630,Book Chapter,De los Objetivos del Milenio al desarrollo sostenible: Naciones Unidas y las metas globales post-2015,"Sanahuja, J. A.",,,,,,,,,,"Focos de tensión, cambio geopolítico and agenda global. CEIPAZ 2014-15","Mesa, Manuela",,,,,,,,,,,,,CEIPAZ,49-83,2015,['Policy related research'],[],Spanish,https://www.researchgate.net/publication/301624440_De_los_Objetivos_del_Milenio_al_desarrollo_sostenible_Naciones_Unidas_y_las_metas_globales_post-2015,not found,,EDUCACIÓN PARA EL DESARROLLO SOSTENIBLE,
not matched,1661,Book Chapter,Educación Social como Cooperación al Desarrollo: la Promoción de la Equidad Social y Educativa,"Sánchez-Santamaría, J.","Hipólito, Natalia Ruiz",,,,,,,,,La Educación Social como acción transformadora: reflexiones and experiencias desde distintos ámbitos de intervención profesional,"Sánchez,  José ","Javier, F.",,,,,,,,,,,,Ediciones de la Universidad de Castilla-La Mancha,103-120,2015,"['conceptual publications', 'Theoretical']",[],Spanish,https://dialnet.unirioja.es/servlet/libro?codigo=575913,not found,,EDUCACIÓN PARA EL DESARROLLO SOSTENIBLE,
not matched,1662,Book Chapter,La educación y los Derechos Humanos: una relación fundamental para la transformación social,"Vélez Barajas, J. M.",,,,,,,,,,El valor de la equidad a través de la inclusión and la vivencia de los derechos humanos en el ámbito educativo,"Gómez Aguirre, M. C. L.","Aguirre Ibarra, O. G.","Gutiérrez Ramírez, K.","León Ochoa, E. M.",,,,,,,,,,,15-26,2015,"['conceptual publications', 'Theoretical']",[],Spanish,https://dialnet.unirioja.es/servlet/extart?codigo=5436565,not found,,EDUCACIÓN PARA LA TRANSFORMACIÓN SOCIAL,
not matched,1817,Book Chapter,Diseño y planificación de un modelo de educación intercultural que responda a la realidad actual de España,"Anguita Acero, J. M.","Hernández Sampelayo, M.",,,,,,,,,"Importancia and necesidad: Una mirada internacional sobre la educación inclusiva: Propuestas de intervención and renovación pedagógica, 634-642",,,,,,,,,,,,,,,,2017,['Formal Education'],[],Spanish,https://www.semanticscholar.org/paper/Diseño-y-planificación-de-un-modelo-de-educación-a-Acero-Matos/ef80b293cab12fdb9c6b99ea0998d617d2c660d8,not found,,CIUDADANÍA GLOBAL,
not matched,1818,Book Chapter,"El aula de Geografía e Historia, una buena herramienta para la diversidad cultural y el desarrollo de la educación y la competencia intercultural","Matencio López, R. M.","Miralles Martínez, P.","Serrano Pastor, F. J.",,,,,,,,Enseñanza de la historia and competencias educativas,"López,  Ramón","Miralles Martínez, P.",Cuevas. Joaquim Prats ,,,,,,,,,,,Graó,191-214,2017,['Formal Education'],[],Spanish,https://dialnet.unirioja.es/servlet/articulo?codigo=6600200,not found,,CIUDADANÍA GLOBAL,
not matched,1819,Book Chapter,Identidad y alteridad. Posibles puentes entre la literatura infantil y la educación intercultural,"Trisciuzzi, M. T.",,,,,,,,,,"La pedagogía del mediterráneo. Itinerarios, modelos and experiencias entre Italia and España","Corbi, E.",et al.,,,,,,,,,,,,"Asociación para la Formación, el Ocio and el Empleo",228-241,2017,['Formal Education'],[],Spanish,https://hdl.handle.net/10863/4792,not found,,CIUDADANÍA GLOBAL,
not matched,1838,Book Chapter,Otra educación para el desarrollo es posible: Una experiencia de APS en la universidad,"Hevia Artime, I.","Fueyo Gutiérrez, Aquilina","Braga Blanco, G.",,,,,,,,Prácticas innovadoras inclusivas: retos and oportunidades,"Rodríguez Martín, A.",,,,,,,,,,,,,Servicio de Publicaciones de la Universidad de Oviedo,2081-2088,2017,['Higher education research'],[],Spanish,https://dialnet.unirioja.es/servlet/extart?codigo=6769879,not found,,EDUCACIÓN PARA EL DESARROLLO,
not matched,1858,Book Chapter,El papel del arte y de la educación. Cambiar en tiempos de incertidumbre,"Novo, María",,,,,,,,,,S.M.A.R.T. Caminos hacia la sostenibilidad,ACCIONA,,,,,,,,,,,,,Acciona,256-259,2017,['Policy related research'],[],Spanish,https://librosostenibilidad.files.wordpress.com/2017/12/smart_acciona_es.pdf,not found,,EDUCACIÓN PARA EL DESARROLLO SOSTENIBLE,
not matched,1873,Book Chapter,"La realización de relatos autobiográficos en la formación inicial democrática, intercultural y de género del profesorado de educación primaria","Jiménez-Delgado, M.","Jareño-Ruiz, D.",,,,,,,,,Redes colaborativas en torno a la docencia universitaria,"Roig-Vila, R.",,,,,,,,,,,,,Instituto de Ciencias de la Educación,309-318,2017,"['training of trainers', 'Teacher education']",[],Spanish,https://saintliness.co.uk/rua.ua.es/dspace/handle/10045/73477,not found,,CIUDADANÍA GLOBAL,
not matched,1910,Book Chapter,Educación intercultural: Elemento clave en la atención a la diversidad y la educación inclusiva,"Anguita Acero, J. M.","Hernández-Sampelayo Matos, M.",,,,,,,,,"12 miradas: Perspectivas actuales en educación, arte and sociedad","Carrascal, S.",,,,,,,,,,,,,Universitas Editorial,209-232,2017,"['conceptual publications', 'Theoretical']",[],Spanish,https://dialnet.unirioja.es/servlet/articulo?codigo=6252276,not found,,CIUDADANÍA GLOBAL,
not matched,1911,Book Chapter,"Digiculturalidad, una nueva educación para las nuevas generaciones en un mundo global","Leiva Olivencia, Juan José","Postolache, N.",,,,,,,,,"La pedagogía del mediterráneo. itinerarios, modelos and experiencias entre Italia and España","Corbi, E.",et al.,,,,,,,,,,,,"Asociación para la Formación, el Ocio and el Empleo",91-102,2017,"['conceptual publications', 'Theoretical']",[],Spanish,https://dialnet.unirioja.es/servlet/articulo?codigo=6528885,not found,,CIUDADANÍA GLOBAL,
not matched,1935,Book Chapter,Sumak Kawsay. Una innovación didáctica en clave intercultural para una enseñanza de la educación para el desarrollo sostenible desde la didáctica de las ciencias sociales,"Arregi Orue, J. I.","Sáenz del Castillo Velasco, A.","Ugalde Gorostiza, A. I.",,,,,,,,Buscando formas de enseñar: Investigar para innovar en didáctica de las ciencias sociales,"López, Esther","García Ruiz, Carmen Rosa","Sánchez, M.",,,,,,,,,,,Universidad de Valladolid-Asociación Universitaria de Profesorado de Didáctica de las Ciencias Sociales (AUPDCS),749-758,2018,['Formal Education'],[],Spanish,https://www.researchgate.net/publication/336588659_Buscando_formas_de_ensenar_Investigar_para_innovar_en_Didactica_de_las_Ciencias_Sociales#fullTextFileContent,not found,,EDUCACIÓN PARA EL DESARROLLO SOSTENIBLE,
not matched,1936,Book Chapter,La atención a la diversidad en el marco de la educación para el desarrollo y la ciudadanía global,"Blasco-Serrano, Ana Cristina","Coma-Roselló, Teresa","Dieste, Belén María",,,,,,,,Liderando investigación and prácticas inclusivas,"León Guerrero, M. J.","Sola Martínez, T.",,,,,,,,,,,,,187-194,2018,['Formal Education'],[],Spanish,https://dialnet.unirioja.es/servlet/extart?codigo=6370022,not found,,EDUCACIÓN PARA EL DESARROLLO,
not matched,1937,Book Chapter,Abrir la escuela al entorno. Medios de comunicación local y educación para el desarrollo sostenible," Lahmidi, Meriam Boulahrouz","Medir i Huerta, R. M.","Serra, Salvador Calabuig i",,,,,,,,Buscando formas de enseñar: Investigar para innovar en didáctica de las ciencias sociales,"López, Esther","García Ruiz, Carmen Rosa","Sánchez, M.",,,,,,,,,,,Universidad de Valladolid-Asociación Universitaria de Profesorado de Didáctica de las Ciencias Sociales (AUPDCS),1005-1016,2018,['Formal Education'],[],Spanish,https://www.researchgate.net/publication/336588659_Buscando_formas_de_ensenar_Investigar_para_innovar_en_Didactica_de_las_Ciencias_Sociales#fullTextFileContent,not found,,EDUCACIÓN PARA EL DESARROLLO SOSTENIBLE,
not matched,1938,Book Chapter,La necesaria evolución del concepto de solidaridad para la transformación social. Su implicación en la formación docente,"Parra, A.","Caurín, C.",,,,,,,,,"Repensamos la geografía e historia para la educación democrática. Valenica, Universitat de València","Peris, V.","Parra, D.","Souto, Xosé M.",,,,,,,,,,,,103-115,2018,['Formal Education'],[],Spanish,https://dialnet.unirioja.es/servlet/articulo?codigo=6877973,not found,,EDUCACIÓN PARA LA TRANSFORMACIÓN SOCIAL,
not matched,1939,Book Chapter,Educación para el desarrollo: El reto de la justicia global en el ámbito educativo,"Tamarit López, I.",,,,,,,,,,Juicio Moral and Democracia: retos de la ética and la filosofía política,"Richart Piqueras, A.",et al.,,,,,,,,,,,,Comares,337-347,2018,['Formal Education'],[],Spanish,http://roderic.uv.es/bitstream/handle/10550/65835/JUICIO%20MORAL%20Y%20DEMOCRACIA.pdf?sequence=1&isAllowed=y,not found,,EDUCACIÓN PARA EL DESARROLLO,
not matched,1955,Book Chapter,Innovando en Educación para el Desarrollo en la universidad: Hacia un nuevo planteamiento para la Agenda 2030,"Prieto-Jiménez, Esther","Domínguez Fernández, Guillermo","López Catalán, L.",,,,,,,,Experiencias pedagógicas e innovación educativa: Aportaciones desde la praxis docente e investigadora,"López-Meneses, E.","Cobos-Sanchiz, David","Hilario Martín Padilla, A.","Molina García, L.","Jaén Martínez, A.",,,,,,,,,Octaedro,3937-3950,2018,['Higher education research'],[],Spanish,https://www.semanticscholar.org/paper/Innovando-en-Educación-para-el-Desarrollo-en-la-un-Jiménez-Fernández/37431d493a45a0fb61870838dd7e0c76a5e8d881,not found,,EDUCACIÓN PARA EL DESARROLLO,
not matched,1963,Book Chapter,Cultura digital y educación para el desarrollo,"Martín-Bermúdez, Nieves",,,,,,,,,,Actas del II Congreso Internacional Move.net sobre Movimientos Sociales and TIC,"Candón Mena, J.",,,,,,,,,,,,,Servicio de Publicaciones de la Universidad de Sevilla,257-267,2018,"['community work', 'Informal education including youth work, media']",[],Spanish,https://dialnet.unirioja.es/servlet/articulo?codigo=6935019,not found,,EDUCACIÓN PARA EL DESARROLLO,
not matched,1969,Book Chapter,Ecología de saberes y patrimonio rural: proyectos educativos a través del voluntariado internacional,"Calvo, P. León","Prados, M.E.","Pauda, D.",,,,,,,,Ecologías del aprendizaje: educación expandida en contextos múltiples,"Martínez, Juan Bautista","Fernández, E.",,,,,,,,,,,,Morata,249-267,2018,"['educational partnerships', 'International Volunteering, study visits']",[],Spanish,https://dialnet.unirioja.es/servlet/articulo?codigo=6935019,not found,,EDUCACIÓN PARA EL DESARROLLO SOSTENIBLE,
not matched,1970,Book Chapter,Reflexiones del voluntariado como herramienta transformadora desde la experiencia de un voluntariado Universitario internacional,"Vitón, I.",,,,,,,,,,"Comunidad, desarrollo and escenarios emancipatorios: reflexionando la alteridad sociocultural","Muñoz, P.","Vitón de Antonio, M. J.",,,,,,,,,,,,Campobell,149-162,2018,"['educational partnerships', 'International Volunteering, study visits']",[],Spanish,https://dialnet.unirioja.es/servlet/articulo?codigo=6819293,not found,,EDUCACIÓN PARA LA TRANSFORMACIÓN SOCIAL,
not matched,1975,Book Chapter,La educación para el desarrollo de los pueblos como ámbito de educación. El proyecto Galicia Mundi,"Olveira Olveira, M. E.","Longueira Matos, Silvana",,,,,,,,,La construcción de ámbitos de educación: pedagogía general and aplicada,"Longueira Matos, Silvana",,,,,,,,,,,,,Andavia,491-512,2018,['Non-formal education'],[],Spanish,https://dialnet.unirioja.es/servlet/extart?codigo=6429558,not found,,EDUCACIÓN PARA EL DESARROLLO,
not matched,1992,Book Chapter,Desarrollo de competencias interculturales en la formación inicial docente,"Dios, I.","Rodríguez Hidalgo, A. J.","Calmaestra Villén, J.",,,,,,,,"Fundamentos de enseñanza and aprendizaje para una educación universal, intercultural and bilingüe","Amor Almedina, M. I.","Osuna, M.","Pérez, E.",,,,,,,,,,,Octaedro,253-260,2018,"['training of trainers', 'Teacher education']",[],Spanish,https://dialnet.unirioja.es/servlet/articulo?codigo=6723177,not found,,CIUDADANÍA GLOBAL,
not matched,1993,Book Chapter,Propuesta para el desarrollo de la competencia intercultural en el practicum de los grados de educación infantil y primaria,"Gómez Jarabo, I.","Cornejo Sosa, M. J.",,,,,,,,,Formulación de los nuevos espacios docentes,"Santos, C. J.",,,,,,,,,,,,,Tecnos,225-237,2018,"['training of trainers', 'Teacher education']",[],Spanish,https://dialnet.unirioja.es/servlet/articulo?codigo=6844429,not found,,CIUDADANÍA GLOBAL,
not matched,1994,Book Chapter,El currículo de educación intercultural bilingüe de Ecuador. Una propuesta innovadora en educación que posiciona al docente como docente-investigador,"Méndez, R.","Gámez Ceruelo, V.","Brito Román, J. C.",,,,,,,,Buscando formas de enseñar: Investigar para innovar en didáctica de las ciencias sociales,"López, Esther","García Ruiz, Carmen Rosa","Sánchez, M.",,,,,,,,,,,Asociación Universitaria de Profesorado de Didáctica de las Ciencias Sociales (AUPDCS)-Universidad de Valladolid,647-662,2018,"['training of trainers', 'Teacher education']",[],Spanish,https://www.researchgate.net/publication/335389870_El_curriculo_de_Educacion_Intercultural_Bilingue_de_Ecuador_Una_propuesta_innovadora_en_educacion_que_posiciona_al_docente_como_docente-investigador,not found,,CIUDADANÍA GLOBAL,
not matched,1995,Book Chapter,Programas de inmersión para el desarrollo de la competencia intercultural,"Narvaiza Cantín, L.","Ochoa Laburu, E.","Zabala Berriozabal, K.","Zabala Iturriagagoitia, J. M.",,,,,,,Innovación docente en educación superior: Buenas prácticas que nos inspiran,"Eizaguirre, A.",et al.,,,,,,,,,,,,Pearson,185-196,2018,"['training of trainers', 'Teacher education']",[],Spanish,https://dialnet.unirioja.es/servlet/articulo?codigo=6527137,not found,,CIUDADANÍA GLOBAL,
not matched,1996,Book Chapter,"El ""taller"": Un espacio de reflexión y sensibilización del profesorado en los retos de la educación para el desarrollo sostenible. estudio de caso","Sánchez Contreras, M. F.","Murga-Menoyo, Maria Ágeles",,,,,,,,,IX Jornadas de redes de investigación en innovación docente: La profesionalización del docente a través de la innovación educativa: Libro de actas,"Martín-Cuadrado, A. M.","Cano-Ramos, M. A.",,,,,,,,,,,,Universidad Nacional de Educación a Distancia,398-402,2018,"['training of trainers', 'Teacher education']",[],Spanish,http://congresos.uned.es/w13757/archivos_publicos/qweb_paginas/15280/librodeactasdelasixjornadasderedes.pdf,not found,,EDUCACIÓN PARA EL DESARROLLO SOSTENIBLE,
not matched,2020,Book Chapter,La educación en derechos humanos y la igualdad de género: Una vía para la construcción de ciudadanía global,"Rueda López, R.",,,,,,,,,,Metodologías docentes innovadoras en la enseñanza universitaria,"Miralles Martínez, P.","Guerrero, C.",,,,,,,,,,,,Ediciones de la Universidad de Murcia,457-470,2018,"['conceptual publications', 'Theoretical']",[],Spanish,https://libros.um.es/editum/catalog/view/2151/2871/2871-1,not found,,CIUDADANÍA GLOBAL,
not matched,2021,Book Chapter,Educar en competencias para el diálogo interreligioso e intercultural para afrontar el radicalismo y la intolerancia religiosas,"Vilà Baños, R.","Aneas Álvarez, A.","Freixa Niella, M.","Sabariego Puig, M.","Rubio Hurtado, M. J.","Medina, José Luis ",,,,,"Educación 2018-2020. Retos, tendencias and compromisos","Medina, José Luis",et al.,,,,,,,,,,,,Institut de Recerça en Educació,67-72,2018,"['conceptual publications', 'Theoretical']",[],Spanish,http://www.ub.edu/ire/wp-content/uploads/2018/06/IRE-UB_Educacion_2018-2020_CAST.pdf,not found,,CIUDADANÍA GLOBAL,
not matched,2063,Book Chapter,Implementación de la educación para el desarrollo sostenible en titulaciones jurídicas y sociales,"Villaluenga de Gracia, A.","Fernández Pérez, A.","Jiménez Montañés, M. Á.",,,,,,,,Experiencias de innovación docente en enseñanza superior en Castilla-La Mancha 2019: III Jornada de innovación docente,"López, Mabel","Sanza, A. M.","Pérez de los Reyes, C.",,,,,,,,,,,Ediciones de la Universidad de Castilla-La Mancha,169-170,2019,['Higher education research'],[],Spanish,https://ruidera.uclm.es/xmlui/bitstream/handle/10578/21078/EXPERIENCIAS_DE_INNOVACIO_N_DOCENTE.pdf?sequence=4&isAllowed=y,not found,,EDUCACIÓN PARA EL DESARROLLO SOSTENIBLE,
not matched,2079,Book Chapter,"Jóvenes ciudadan@s, educación intercultural y género","López Esteban, C.",,,,,,,,,,Los derechos humanos 70 años después de la declaración universal,"Sanz, N.","Rivero, Ricardo",,,,,,,,,,,,Tirant lo Blanch,445-488,2019,['Non-formal education'],[],Spanish,https://dialnet.unirioja.es/servlet/articulo?codigo=6928642,not found,,CIUDADANÍA GLOBAL,
not matched,2087,Book Chapter,Educación y retos globales: promover la ciudadanía en tiempos de involución,"Mesa, Manuela",,,,,,,,,,Ascenso del nacionalismo and el autoritarismo en el sistema internacional. Anuario del Centro de Educación e Investigación para la Paz. CEIPAZ 2018-19,"Mesa, Manuela",,,,,,,,,,,,,CEIPAZ,61-68,2019,['Policy related research'],[],Spanish,https://dialnet.unirioja.es/servlet/articulo?codigo=7859887,not found,,CIUDADANÍA GLOBAL,
not matched,2120,Book Chapter,“De la cultura del éxito a la cultura del bien común y el buen vivir: caminando juntas hacia una universidad crítica y transformadora”,"Arnoso, M.","Gastón, A.","Larruskain, O.","Basurko, I","Gallo, E.",,,,,,Cultura Dual. Nuevas identidades en interacción universidad-sociedad," Casado, Antonio da Rocha",,,,,,,,,,,,,Plaza and Valdés,169-188,2019,"['conceptual publications', 'Theoretical']",[],Spanish,https://www.dilemata.net/revista/index.php/dilemata/article/view/412000300/650,not found,,EDUCACIÓN PARA LA TRANSFORMACIÓN SOCIAL,
not matched,2121,Book Chapter,Despertando la universidad: propuestas desde el Desarrollo Humano,"Manzano-Arrondo, V.","Boni, Aristizábal Alejandra",,,,,,,,,Cultura Dual. Nuevas identidades en interacción universidad-sociedad,"Casado, Antonio da Rocha",,,,,,,,,,,,,Plaza and Valdés,85-98,2019,"['conceptual publications', 'Theoretical']",[],Spanish,https://www.dilemata.net/revista/index.php/dilemata/article/view/412000300/650,not found,,EDUCACIÓN PARA EL DESARROLLO SOSTENIBLE,
not matched,2155,Book Chapter,Internationale Skills,"Van Gaalen, A.","Gregersen-Hermans, J.","Broersma, M.",,,,,,,,"Skills-platform: Ministerie van Onderwijs, Cultuur, en Wetenschap, Skills voor de toekomst: Een onderzoeksagenda",,,,,,,,,,,,,,,45-55,2016,['Policy related research'],['Formal Education'],Dutch,https://www.slo.nl/@7430/skills-toekomst/,not found,,,
not matched,2167,Book Chapter,Leren voor Duurzame Ontwikkeling. Een pedagogische opdracht voor de lerarenopleidingen en opleidingsscholen,"Frijters, S.","Laarvedl, K.",,,,,,,,,Katern 6: Vorming in de Lerarenopleiding,"Geerdink, G.","Beer de, F.",,,,,,,,,,,,Breda,47-58,2018,"['training of trainers', 'Teacher education']",['Formal Education'],Dutch,https://velon.nl/wp-content/uploads/2018/11/Katern-6-printversie-5-10-2018.pdf#page=47,not found,,,
not matched,2172,Book Chapter,"Duurzaamheid en onderwijs, een logische combinatie","De Schepper, A.",,,,,,,,,,Armoede en sociale uitsluiting : jaarboek 2019,"Coene, J.","Raeymaeckers, P.","Hubeau, B.","Marchal, S.","Remmen, R.","Van Haarlem, A.",,,,,,,,Acco,353-357,2019,"['conceptual publications', 'Theoretical']",['Policy related research'],Dutch,https://lirias.kuleuven.be/retrieve/555453,not found,,,
not matched,2206,Book Chapter,O papel da literatura para a infancia na Educação para a cidadania global,"Melão, Dulce",,,,,,,,,,Desafíos de investigación educativa durante la pandemia COVID19,"Aznar Díaz, I.","Cáceres Reche, M. P.","Marín Marín, J. A.","Moreno Guerrero, A. J.",,,,,,,,,,Dykinson,260-278,2020,"['training of trainers', 'Teacher education']",['Formal Education'],Portuguese,https://dialnet.unirioja.es/servlet/libro?codigo=789906&orden=0&info=open_link_libro,not found,,,
