,type,title,author_1,author_2,author_3,author_4,author_5,author_6,author_7,author_8,author_9,author_10,year,publisher,main_theme,publisher_place,secondary_theme,lang,link,doi,publication_country,search_term,rest
1252,Report,"L'EDD et l'ECM vues de près: l'apprentissage cognitf, socio-émotionnel, et comportemental dans l'éducation au développement durable (EDD) et à la citoyenneté mondiale (ECM), du pré-primaire à l'enseignement secondaire",UNESCO.,,,,,,,,,,2019,UNESCO,['Policy related research'],Paris,[],French,https://unesdoc.unesco.org/ark:/48223/pf0000368967?posInSet=20&queryId=8dfe1909-ee49-450a-aba1-916a3e771ae7,,France,,
1253,Report,L'éducation à la citoyenneté mondiale et la montée des perspectives nationalistes: réflexions et pistes pour l'avenir.,UNESCO.,,,,,,,,,,2019,,['Policy related research'],,[],French,https://unesdoc.unesco.org/ark:/48223/pf0000265414_fre?posInSet=7&queryId=8dfe1909-ee49-450a-aba1-916a3e771ae7,,France,,
1432,Report,"La cittadinanza globale nelle discipline geostorico-sociali: riflessioni e materiali d’aula del progetto EuropeAID. Bologna, La Linea","Brunelli, Catia","Cipollari, Giovanna","Lepratti, Massimiliano",,,,,,,,2016,,"['conceptual publications', 'Theoretical']",,[],Italian,,,,,
1461,Report,Iniciativas De Educação Para A Cidadania Global Em Meio Escolar - Estudo Exploratório,AAVV,,,,,,,,,,2018,CIDAC/FGS,['Formal Education'],s/n,[],Portuguese,https://fgs.org.pt/pt/estudo-exploratorio-iniciativas-de-educacao-para-a-cidadania-global-em-meio-escolar/,,,,
1462,Report,"A integração da Educação para o Desenvolvimento e para a Cidadania Global no ensino básico. Relatório Nacional - Portugal. Global Schools (2016) Global Citizenship Education in Europe. A Comparative Study on Education Policies across 10 EU Countries. Research deliverable issued within the European project “Global Schools”, Trento, Italy: Provincia Autonoma di Trento, pp. 150-167.","Coelho, La Salete",,,,,,,,,,2016,,['Formal Education'],,"['conceptual publications', 'Theoretical']",Portuguese,http://portal.ipvc.pt/images/ipvc/ese/pdf/globalschools/2018_GS_Relatorio_Nacional_PT.pdf,,,,
1463,Report,Avaliação externa do projeto Co-construindo uma rede de Educação para a Cidadania Global no meio escolar. Relatório final. s.l.,"Santos, I.","Madeira, E.",,,,,,,,,2016,,['Formal Education'],,[],Portuguese,http://fgs.org.pt/wp-content/uploads/2014/05/Pj-Rede-ECG_relatoorio-avaliacao-externa-final.pdf,,,,
1485,Report,A Educação para a Cidadania Global e as Juventudes Partidárias: O caso do Concelho de Loures. s.l.: AIDGLOBAL - Acção e Integração para o Desenvolvimento Global.,"Lopes, J.",,,,,,,,,,2017,,"['community work', 'Informal education including youth work, media']",,['Non-formal education'],Portuguese,https://aidglobal.org/wp-content/uploads/2019/12/2017_10_31_Estudo_FINAL.pdf,,,,
1502,Report,A Educação para a Cidadania Global e as Juventudes Partidárias: O caso do Concelho de Loures. s.l.: AIDGLOBAL - Acção e Integração para o Desenvolvimento Global.,"Lopes, J.",,,,,,,,,,2017,,['Non-formal education'],,[],Portuguese,https://aidglobal.org/wp-content/uploads/2019/12/2017_10_31_Estudo_FINAL.pdf,,,,
1503,Report,Referencial de Capacitação em Educação para o Desenvolvimento - Uma Proposta Sinergias ED. S./n.: FGS/CEAUP.,"Marques, H.",Equipa Sinergias ED,,,,,,,,,2016,,['Non-formal education'],,[],Portuguese,http://www.sinergiased.org/images/biblioteca/referencial.ed.pdf,,,,
1505,Report,Estratégia Nacional de Educação para o Desenvolvimento Relatório de Acompanhamento 2015,"Coelho, La Salete",,,,,,,,,,2015,Comissão de Acompanhamento da Estratégia Nacional de Educação para o Desenvolvimento,['Policy related research'],Portugal,[],Portuguese,https://www.instituto-camoes.pt/images/cooperacao/relat_acomp_ened15.pdf,,,,
1506,Report,Estratégia Nacional de Educação para o Desenvolvimento Relatório de Acompanhamento 2016,"Coelho, La Salete",,,,,,,,,,2016,Comissão de Acompanhamento da Estratégia Nacional de Educação para o Desenvolvimento,['Policy related research'],Portugal,[],Portuguese,https://www.instituto-camoes.pt/images/cooperacao/Relat%C3%B3rio_Acompanhamento_ENED_2016_VF.pdf,,,,
1507,Report,Estratégia Nacional de Educação para o Desenvolvimento Relatório de Acompanhamento 2017,"Coelho, La Salete",,,,,,,,,,2017,Comissão de Acompanhamento da Estratégia Nacional de Educação para o Desenvolvimento,['Policy related research'],Portugal,[],Portuguese,https://www.instituto-camoes.pt/images/cooperacao/Relat%C3%B3rio_Acompanhamento_ENED_2017_VF.pdf,,,,
1508,Report,Avaliação externa Estratégia Nacional de Educação para o Desenvolvimento 2010-2015 - Relatório Final,"Costa, A.S.","Caramelo, João","Coelho, Carina","Coelho, Dalila P.","Costa, F.","Menezes, Isabel","Correia, L.G.","Medina, T.",,,2017,Centro de Investigação e Intervenção Educativas da Faculdade de Psicologia e de Ciências da Educação da Universidade do Porto,['Policy related research'],Porto,[],Portuguese,"https://www.instituto-camoes.pt/images/cooperacao/avalened_relatfinal.pdf
 
 https://www.instituto-camoes.pt/images/cooperacao/relataval_ened_anexs.pdf",,,,
1527,Report,Referencial de Capacitação em Educação para o Desenvolvimento - Uma Proposta Sinergias ED. S./n.: FGS/CEAUP.,"Marques, H.",Equipa Sinergias ED,,,,,,,,,2016,,"['training of trainers', 'Teacher education']",,['Non-formal education'],Portuguese,http://www.sinergiased.org/images/biblioteca/referencial.ed.pdf,,,,
1528,Report,Avaliação externa do projeto Co-construindo uma rede de Educação para a Cidadania Global no meio escolar. Relatório final. s.l.,"Santos, I.","Madeira, E.",,,,,,,,,2016,,"['training of trainers', 'Teacher education']",,['Formal Education'],Portuguese,http://fgs.org.pt/wp-content/uploads/2014/05/Pj-Rede-ECG_relatoorio-avaliacao-externa-final.pdf,,,,
1546,Report,"A integração da Educação para o Desenvolvimento e para a Cidadania Global no ensino básico. Relatório Nacional - Portugal. Global Schools (2016) Global Citizenship Education in Europe. A Comparative Study on Education Policies across 10 EU Countries. Research deliverable issued within the European project “Global Schools”, Trento, Italy: Provincia Autonoma di Trento, pp. 150-167.","Coelho, La Salete",,,,,,,,,,2016,,"['conceptual publications', 'Theoretical']",,[],Portuguese,http://portal.ipvc.pt/images/ipvc/ese/pdf/globalschools/2018_GS_Relatorio_Nacional_PT.pdf,,,,
1597,Report,"COOPUAH, acciones de investigación aplicada a la Cooperación para el Desarrollo: pasado, presente y futuro.  Alcalá de Henares, Servicio de publicaciones de la Universidad de Alcalá","Giménez Pardo, C.","Rebollo Ferreire, L. F. ",,,,,,,,,2015,,['Higher education research'],,[],Spanish,https://ebuah.uah.es/dspace/bitstream/handle/10017/21815/coopuah_gimenez.pdf?sequence=1&isAllowed=y,,,EDUCACIÓN PARA EL DESARROLLO,
1598,Report,"El rol de la universidad en el proceso de la educación para el desarrollo. Un análisis comparado de sus documentos estratégicos. Sinergias, Diálogos Educativos para a Transformação Social, 2, 64-78.  http://www.sinergiased.org/index.php/revista/item/72-universidad-ed-proceso","Ortega, M. L.","Sianes, A.","Pedregosa, R.",,,,,,,,2015,,['Higher education research'],,[],Spanish,,,,EDUCACIÓN PARA EL DESARROLLO,
1607,Report,Juntos por la convivencia.  Claves del proyecto de intervención comunitaria intercultural,"Giménez Romero, C. (Dir.)",,,,,,,,,,2015,Obra Social La Caixa,"['community work', 'Informal education including youth work, media']",Editores,[],Spanish,https://obrasociallacaixa.org/es/pobreza-accion-social/interculturalidad-y-cohesion-social/proyecto-de-intervencion-comunitaria-intercultural/claves-del-proyecto,,,CIUDADANÍA GLOBAL,
1632,Report,"Haciendo Educación para el Desarrollo.  Oviedo, Agencia Asturiana de Cooperación al Desarrollo","Fueyo Gutiérrez, Aquilina","Hevia Artime, I.","García, S.",,,,,,,,2015,,['Policy related research'],,[],Spanish,https://www.unioviedo.es/grupoetic/wp-content/uploads/2015/11/EpD.pdf,,,EDUCACIÓN PARA EL DESARROLLO,
1633,Report,"La Educación para el Desarrollo: Estudio sobre el estado, evolución y tendencias para el período 2005-2014.  Bilbao, Agencia Vasca de Cooperación para el Desarrollo",Hegoa,,,,,,,,,,2015,,['Policy related research'],,[],Spanish,https://www.elankidetza.euskadi.eus/contenidos/informacion/estrategia_educacion/es_def/adjuntos/resumen_ejecutivo.pdf,,,EDUCACIÓN PARA EL DESARROLLO,
1634,Report,"Informe de Evaluación Final: Una propuesta socioeducativa para la transformación social: Educación para el Desarrollo de la Ciudadanía Global (EpDCG) con enfoque de género y de derechos humanos.  Madrid, PROEVAL-InteRed","Tiedeke, N.","Carmona, J.","Rivero, M.",,,,,,,,2015,,['Policy related research'],,[],Spanish,https://www.intered.org/es/recursos/evaluaciones-de-proyectos/evaluacion-final-convenio-de-educacion-para-el-desarrollo,,,EDUCACIÓN PARA LA TRANSFORMACIÓN SOCIAL,
1635,Report,"Informe sobre la Educación para el Desarrollo en la Universidad, impulsando la educación crítica y comprometida en los estudios de grado. Barcelona. Fundación Autónoma Solidaria. http://www.ocud.es/es/files/doc559/resumen-diagnosis-eduniversidad-cast.pdf","Villà, R.","Mate, R.","Peix, E.","Prat, J.","Jerez, H.",,,,,,2015,,['Policy related research'],,[],Spanish,,,,EDUCACIÓN PARA EL DESARROLLO,
1667,Report,"VI Premio Nacional de Educación para el Desarrollo “Vicente Ferrer”.  Madrid, AECID",AECID,,,,,,,,,,2015,,"['conceptual publications', 'Theoretical']",,[],Spanish,https://sede.educacion.gob.es/publiventa/vi-premio-nacional-de-educacion-para-el-desarrollo-vicente-ferrer/educacion-sociologia/20616,,,EDUCACIÓN PARA EL DESARROLLO,
1697,Report,Estrategia de Educación para el Desarrollo en el ámbito formal en la Comunitat Valenciana. Valencia. Generalitat Valenciana. http://www.ingenio.upv.es/sites/default/files/adjunto-pagina-basica/documento_de_diagnostico_estrategia_epd_comunitat_valenciana.pdf,"Boni,Aristizábal  Alejandra. et al.",,,,,,,,,,2016,,['Formal Education'],,[],Spanish,,,,EDUCACIÓN PARA EL DESARROLLO,
1737,Report,"Una mirada a las tendencias y los retos del voluntariado PROCEDER, 24, 119-125","Rivera, A.","Patiño, V. M.",,,,,,,,,2016,,"['educational partnerships', 'International Volunteering, study visits']",,[],Spanish,https://revistas.pedagogica.edu.co/index.php/LP/article/view/4459/3679,,,EDUCACIÓN PARA EL DESARROLLO,
1752,Report,"Estrategia de Educación para el Desarrollo en el ámbito formal de la Comunitat Valenciana 2017-2021: Diagnóstico.  Valencia, Generalitat Valenciana","Boni,Aristizábal  Alejandra","Arias, B.","López-Fogués, A.","Calabuig-Tormo, Carola","Belda-Miquel, Sergio","Monje, C.",,,,,2016,,['Policy related research'],,[],Spanish,http://participacio.gva.es/documents/162284683/162791435/ESTRATEGIA+EPD+final.pdf/3e31ccf9-3923-478f-9f3b-4cbcef6efd89,,,EDUCACIÓN PARA EL DESARROLLO,
1753,Report,Informe sobre la cooperación descentralizada al desarrollo en la Comunidad Autónoma de Aragón,Federación Aragonesa de Solidaridad,,,,,,,,,,2016,,['Policy related research'],,[],Spanish,https://aragonsolidario.org/wp-content/uploads/2016/12/Informe_AOD_2016.pdf,,,CIUDADANÍA GLOBAL,
1754,Report,Construyendo Barrios 2030.  Asociaciones vecinales y ONG madrileñas juntas por un desarrollo global y sostenible,Red de ONGD de Madrid.,,,,,,,,,,2016,Edita Red de ONGD de Madrid,['Policy related research'],Madrid,[],Spanish,http://redongdmad.org/wp-content/uploads/2016/10/FOLLETO-CB2030.pdf,,,EDUCACIÓN PARA EL DESARROLLO SOSTENIBLE,
1755,Report,Estrategia de educación para el desarrollo de la cooperación española (2007-204). Evaluación conjunta. Informe completo. Ministerio de Asuntos Exteriores y Cooperación. https://www.cooperacionespanola.es/sites/default/files/evaluacion_eed_completo.pdf,Secretaría General de Cooperación Internacional para el Desarrollo (SGCID),,,,,,,,,,2016,,['Policy related research'],,[],Spanish,,,,EDUCACIÓN PARA EL DESARROLLO,
1828,Report,Diagnóstico de la Educación para el Desarrollo y la Ciudadanía Global. Provincia de Zaragoza. Zaragoza. http://catedradecooperacion.unizar.es/sites/default/files/1.%20INFORME%20FINAL%20Fase%201.pdf,"Gómez-Q, J. D. et al.",,,,,,,,,,2017,,['Formal Education'],,[],Spanish,,,,CIUDADANÍA GLOBAL,
1855,Report,"(Re) Politizando la solidaridad internacional: pensando la cooperación como educación para una ciudadanía global radical.  Diálogos Educativos para a Transformação Social, 5, 9-28","Belda-Miquel, Sergio","Boni, Aristizábal Alejandra",,,,,,,,,2017,,['Non-formal education'],,[],Spanish,http://www.sinergiased.org/index.php/revista/itemlist/category/53-revista-5,,,EDUCACIÓN PARA LA TRANSFORMACIÓN SOCIAL,
1859,Report,Informe sobre la cooperación descentralizada al desarrollo en la Comunidad Autónoma de Aragón,Federación Aragonesa de Solidaridad,,,,,,,,,,2017,,['Policy related research'],,[],Spanish,https://aragonsolidario.org/wp-content/uploads/2017/12/Informe_AOD_2017.pdf,,,CIUDADANÍA GLOBAL,
1860,Report,Diagnóstico sobre la perspectiva de género en las distintas fases del ciclo de proyectos de las ONGD y colectivos extremeños. Ed. Fundación Mujeres. http://congdextremadura.org/wp-content/uploads/2018/04/Diagnóstico-género-en-ONGD-Extremadura-2017.pdf,Fundación Mujeres.,,,,,,,,,,2017,,['Policy related research'],,[],Spanish,,,,CIUDADANÍA GLOBAL,
1861,Report,"Los derechos de la infancia y la ciudadanía global en la práctica de las ciencias de la comunicación: propuesta formativa para los estudios universitarios de Periodismo, Comunicación audiovisual y Publicidad. Informe Técnico. Ministerio de asuntos exteriores / Unicef, Madrid. https://eprints.ucm.es/46692/","García Nieto, M. T. et al.",,,,,,,,,,2017,,['Policy related research'],,[],Spanish,,,,CIUDADANÍA GLOBAL,
1862,Report,Diagnóstico de la Educación para el Desarrollo y la Ciudadanía Global en Aragón,Grupo Motor de la Estrategia de Educación para el Desarrollo y la Ciudadanía Global,,,,,,,,,,2017,,['Policy related research'],,[],Spanish,http://www.dpz.es/areas/area-de-ciudadania/servicio-de-bienestar-social-y-desarrollo/ficheros-varios/diagnostico-epdcg-para-estrategia,,,CIUDADANÍA GLOBAL,
1863,Report,"Cómo empezar con los ODS en las universidades. Una guía para las universidades, los centros de educación superior y el sector académico. SDSN Australia/Pacific-REDS/SDSN-Spain. http://reds-sdsn.es/wp-content/uploads/2017/02/Guia-ODS-Universidades-1800301-WEB.pdf","Kestin, T. (Coord.)",,,,,,,,,,2017,,['Policy related research'],,[],Spanish,,,,EDUCACIÓN PARA LA TRANSFORMACIÓN SOCIAL,
1864,Report,La cooperación madrileña ante un escenario de cambios,"Millán, N.","Gil, L.",,,,,,,,,2017,RED de ONGD de Madrid,['Policy related research'],Madrid,[],Spanish,http://redongdmad.org/wp-content/uploads/2018/09/COOPERACI%C3%93N-MADRILE%C3%91A.-2018.pdf,,,EDUCACIÓN PARA LA TRANSFORMACIÓN SOCIAL,
1865,Report,Informe sobre la Cooperación Universitaria para el Desarrollo 2015.  Madrid,Observatorio de Cooperación Universitaria al Desarrollo,,,,,,,,,,2017,,['Policy related research'],,[],Spanish,http://www.ocud.es/es/files/doc924/informe-cud-2015-def.pdf,,,EDUCACIÓN PARA EL DESARROLLO,
1866,Report,Documento invitado,Revista Internacional de Investigación en Educación Global para el Desarrollo,,,,,,,,,,2017,,['Policy related research'],,[],Spanish,http://educacionglobalresearch.net/wp-content/uploads/EGR11-07-Unesco-Castellano.pdf,,,EDUCACIÓN PARA EL DESARROLLO SOSTENIBLE,EXTRA: Traducción no oficial del texto publicado por la UNESCO: Objetivos de la educación para el desarrollo sostenible. Objetivos de aprendizaje. UNESCO- Revista Internacional de Investigación en Educación Global y para el Desarrollo.
1867,Report,Desglosar el Objetivo de Desarrollo Sostenible 4. Educación 2030. UNESCO. https://unesdoc.unesco.org/ark:/48223/pf0000246300_spa,UNESCO,,,,,,,,,,2017,,['Policy related research'],,[],Spanish,,,,EDUCACIÓN PARA EL DESARROLLO SOSTENIBLE,
1943,Report,Informe sobre el trabajo de las entidades socias de la coordinadora andaluza de ONGD durante el año 2017,Coordinadora Andaluza de ONGD,,,,,,,,,,2018,,['Formal Education'],,[],Spanish,https://caongd.org/wp-content/uploads/2018/09/Informe-trabajo-ONGD-andaluzas-2017.pdf,,,CIUDADANÍA GLOBAL,
1956,Report,"La educación crítica emancipatoria. Diagnóstico en la Universidad del País Vasco (UPV/EHU). Bilbao, Hegoa. http://publicaciones.hegoa.ehu.eus/uploads/pdfs/376/Diagnostico_EE_UPV_%28cas%29.pdf?1537433378","Del Río, A.","Celorio, Gema",,,,,,,,,2018,,['Higher education research'],,[],Spanish,,,,EDUCACIÓN PARA LA TRANSFORMACIÓN SOCIAL,
1957,Report,"Hacia una universidad comprometida. Vías Estratégicas para su integración en la Universidad del País Vasco (UPV/EHU). Bilbao, Hegoa. http://publicaciones.hegoa.ehu.eus/uploads/pdfs/365/DVE_castellano.pdf?1522225623","Del Río, A.","Celorio, Gema",,,,,,,,,2018,,['Higher education research'],,[],Spanish,,,,EDUCACIÓN PARA LA TRANSFORMACIÓN SOCIAL,
1976,Report,Diagnóstico de Educación para el Desarrollo en el ámbito no formal en la ciudad de Valencia. Valencia. Ayuntamiento de Valencia. http://www.valencia.es/ayuntamiento/cooperacion.nsf/0/E1B81A6CD0C59DAFC1258234003112FA/$FILE/Informe%20diagnositco%20EpD%20no%20formal%20%20ayto%20VLC_def-1.pdf?OpenElement&lang=1,"Boni,Aristizábal  Alejandra et al.",,,,,,,,,,2018,,['Non-formal education'],,[],Spanish,,,,EDUCACIÓN PARA EL DESARROLLO,
1980,Report,II Fase del Diagnóstico de la Educación para el Desarrollo y la Ciudadanía Global en la provincia de Zaragoza,"Blasco-Serrano, Ana Cristina","Coma-Roselló, Teresa","Dieste, Belén María",,,,,,,,2018,Cátedra de Cooperación para el Desarrollo,['Policy related research'],Zaragoza,[],Spanish,http://catedradecooperacion.unizar.es/sites/default/files/1.%20INFORME%20FINAL%20Fase%202.pdf,,,CIUDADANÍA GLOBAL,
1981,Report,Estrategia de educación para el desarrollo en el ámbito no formal de la ciudad de Valencia,"Boni, Aristizábal Alejandra","Belda-Miquel, Sergio","Calabuig-Tormo, Carola","Millán, María Alejandra ","Talón, Alba",,,,,,2018,Ingenio,['Policy related research'],Valencia,[],Spanish,http://innovacion-soci.webs.upv.es/images/pdfs/Publicaciones1/01Estrategia_EPD_no_formal_COMPLETA_CASTELLANO1.pdf,,,EDUCACIÓN PARA EL DESARROLLO,
1982,Report,La educación para el desarrollo en la Universidad de Cantabria. Vicerrectorado de Internacionalización y Cooperación. Área de Cooperación Internacional para el Desarrollo. https://web.unican.es/unidades/cooperacion-internacional-desarrollo/Documents/publicaciones/Acciones%20ED%20en%20UC.%20Última%20versión_julio%2018.pdf,"Calvo Salvador, Adelina","López, P.",,,,,,,,,2018,,['Policy related research'],,[],Spanish,,,,CIUDADANÍA GLOBAL,
1983,Report,Informe sobre la cooperación descentralizada al desarrollo en la Comunidad Autónoma de Aragón,Federación Aragonesa de Solidaridad,,,,,,,,,,2018,,['Policy related research'],,[],Spanish,https://aragonsolidario.org/wp-content/uploads/2019/03/Informe_AOD_2018.pdf,,,CIUDADANÍA GLOBAL,
1984,Report,Estrategia cántabra de Educación para el Desarrollo y la Transformación Social.  Gobierno de Cantabria,Gobierno de Cantabria,,,,,,,,,,2018,,['Policy related research'],,[],Spanish,https://www.cantabria.es/documents/6204219/0/Revista+ESTRATEGIA+DE+EDUCACIÓN.pdf/7b6fd24d-ac95-0df9-9263-608693a23a02,,,EDUCACIÓN PARA EL DESARROLLO,
1985,Report,Estrategia de Desarrollo Humano Sostenible de la Comunidad de Cantabria.  Gobierno de Cantabria,Gobierno de Cantabria,,,,,,,,,,2018,,['Policy related research'],,[],Spanish,http://participacion.cantabria.es/documents/10711/196036/Estrategia+definitiva+desarrollo+humano+sostenible+de+la+CA+Cantabria+20180419124646.pdf/5b6b2da6-d032-db50-b52b-0a4145504968,,,EDUCACIÓN PARA EL DESARROLLO SOSTENIBLE,
1986,Report,Informe sobre la Cooperación Universitaria para el Desarrollo 2016.  Madrid,Observatorio de Cooperación Universitaria al Desarrollo,,,,,,,,,,2018,,['Policy related research'],,[],Spanish,http://www.ocud.es/es/files/doc964/informe-aod-2016.pdf,,,EDUCACIÓN PARA EL DESARROLLO,
2022,Report,"IX Premio Nacional de Educación para el Desarrollo “Vicente Ferrer”.  Madrid, AECID",AECID,,,,,,,,,,2018,,"['conceptual publications', 'Theoretical']",,[],Spanish,https://sede.educacion.gob.es/publiventa/ix-premio-nacional-de-educacion-para-el-desarrollo-vicente-ferrer-buenas-practicas-2017/ensenanza-sociologia/22626,,,EDUCACIÓN PARA EL DESARROLLO,
2023,Report,"VII Premio Nacional de Educación para el Desarrollo “Vicente Ferrer”.  Madrid, AECID",AECID,,,,,,,,,,2018,,"['conceptual publications', 'Theoretical']",,[],Spanish,https://sede.educacion.gob.es/publiventa/vii-premio-nacional-de-educacion-para-el-desarrollo-vicente-ferrer/ensenanza-sociologia/22458,,,EDUCACIÓN PARA EL DESARROLLO,
2024,Report,"VIII Premio Nacional de Educación para el Desarrollo “Vicente Ferrer”.  Madrid, AECID",AECID,,,,,,,,,,2018,,"['conceptual publications', 'Theoretical']",,[],Spanish,https://sede.educacion.gob.es/publiventa/viii-premio-nacional-de-educacion-para-el-desarrollo-vicente-ferrer-buenas-practicas/ensenanza-sociologia/22494,,,EDUCACIÓN PARA EL DESARROLLO,
2045,Report,Informe de diagnóstico.  Consultoría sobre las acciones desarrolladas por los centros educativos de primaria en materia de Educación para la Ciudadanía Global en la ciudad de Madrid y los municipios de Alcobendas y Parla,"Vázquez, I","López, a.",,,,,,,,,2019,RED de ONGD de Madrid,['Formal Education'],Madrid,[],Spanish,http://redongdmad.org/wp-content/uploads/2019/07/INFORME-DIAGN%C3%93STICO-ACCIONES-EPDCG-CENTROS-EDUCATIVOS-MADRILE%C3%91OS.pdf,,,CIUDADANÍA GLOBAL,
2088,Report,Informe sobre la Cooperación Universitaria para el Desarrollo 2017.  Madrid,Observatorio de Cooperación Universitaria al Desarrollo,,,,,,,,,,2019,,['Policy related research'],,[],Spanish,http://ocud.es/es/files/doc967/doc-completo.pdf,,,EDUCACIÓN PARA EL DESARROLLO,
2089,Report,"Procesos de transformación feminista en ONGD. ¿Cómo abordarlos?. Madrid, Red de ONGD de Madrid. http://redongdmad.org/wp-content/uploads/2016/10/MANUAL-GENERO-PAJARES.L.-2019_.pdf","Pajares, L.",,,,,,,,,,2019,,['Policy related research'],,[],Spanish,,,,EDUCACIÓN PARA LA TRANSFORMACIÓN SOCIAL,
2123,Report,"X Premio Nacional de Educación para el Desarrollo “Vicente Ferrer”.  Madrid, AECID",AECID,,,,,,,,,,2019,,"['conceptual publications', 'Theoretical']",,[],Spanish,https://sede.educacion.gob.es/publiventa/descarga.action?f_codigo_agc=20246,,,EDUCACIÓN PARA EL DESARROLLO,
2124,Report,"II Jornadas de Educación para la Transformación Social ¿Pedagogía si política? Reflexiones desde la educación popular, las metodologías feministas y decoloniales.  Vitoria-Gasteiz, Hegoa",Hegoa,,,,,,,,,,2019,,"['conceptual publications', 'Theoretical']",,[],Spanish,http://pdf2.hegoa.efaber.net/entry/content/2114/Relatoria_Jornadas__H_abian.pdf,,,EDUCACIÓN PARA LA TRANSFORMACIÓN SOCIAL,
2125,Report,"Nouveaux publics pour l’éducation au développement. Peut-on faire de l’éducation au développement avec tout le monde ? Revue Antipodes, 208. (Belgium)",ITECO.,,,,,,,,,,2015,,['Non-formal education'],,"['Informal education including youth work, media', 'community work']",French,http://www.iteco.be/revue-antipodes/nouveaux-publics-pour-l-education/,,,,
2127,Report,"Education à la citoyenneté mondiale et solidaire avec des jeunes et des migrants. En France, en Belgique, en Amérique centrale. Revue Antipodes,215. (Belgium)",ITECO.,,,,,,,,,,2016,,"['conceptual publications', 'Theoretical']",,"['Informal education including youth work, media', 'community work']",French,http://www.iteco.be/revue-antipodes/education-a-la-citoyennete-mondiale-et-solidaire-avec-des-jeunes-et-des/,,,,
2130,Report,État des lieux de l’éducation à la citoyenneté et à la solidarité internationale en France. Educasol. (France),"Escudié, V.",,,,,,,,,,2018,,['Policy related research'],,[],French,https://www.coordinationsud.org/wp-content/uploads/educasoletatdeslieuxesciedition2018.pdf,,,,
2131,Report,"L’Éducation à la Citoyenneté et à la Solidarité Internationale (ECSI). Les dossiers de l'ECSI, 31. (France)",Ritimo et Avenirs En Héritage.,,,,,,,,,,2019,,['Policy related research'],,[],French,https://www.ritimo.org/L-Education-a-la-Citoyennete-et-a-la-Solidarite-Internationale-ECSI-7678,,,,
2133,Report,Les contenus éducatifs vus de près: étude des dimensions de l’apprentissage de l’éducation au développement durable et à la citoyenneté mondiale,UNESCO.,,,,,,,,,,2020,UNESCO,['Policy related research'],Paris,[],French,https://unesdoc.unesco.org/ark:/48223/pf0000374166?posInSet=2&queryId=1d000ffb-00a1-4d0e-8409-2e23b3116c0b,,,,
2134,Report,Apprendre à devenir avec le monde: l’éducation pour la survie future,UNESCO.,,,,,,,,,,2020,UNESCO,['Policy related research'],Paris,[],French,https://unesdoc.unesco.org/ark:/48223/pf0000374923_fre?posInSet=15&queryId=1d000ffb-00a1-4d0e-8409-2e23b3116c0b,,,,
2135,Report,Permettre aux élèves d’œuvrer pour des sociétés justes: manuel pour le personnel enseignant du primaire,UNESCO.,,,,,,,,,,2020,UNESCO,['Policy related research'],Paris,['Formal Education'],French,https://unesdoc.unesco.org/ark:/48223/pf0000373117?posInSet=37&queryId=1d000ffb-00a1-4d0e-8409-2e23b3116c0b,,,,
2137,Report,"Renforcer l’engagement citoyen pour la transition écologique, solidaire et démocratique en France et dans le monde à horizon 2030. Le rôle essentiel de l'éducation à la citoyenneté et à la solidarité internationale. Agence Française de Développement. (France)",Groupe de concertation sur l’Éducation à la citoyenneté et à la solidarité internationale,,,,,,,,,,2020,,['Policy related research'],,[],French,https://www.afd.fr/fr/ressources/role-essentiel-education-citoyennete-et-solidarite-internationale-argumentaire-commun,,,,
2145,Report,"Education à la citoyenneté mondiale et solidaire (ECMS) & Monde scolaire. Le chant des possibles. Revue Antipodes-Outils pédagogiques,21. (Belgium)",ITECO.,,,,,,,,,,2020,,['Formal Education'],,"['International Volunteering, study visits', 'educational partnerships']",French,http://www.iteco.be/revue-antipodes/ecms-monde-scolaire/,,,,
2146,Report,"Découvrir le monde, Apprendre la solidarité ECMS Éducation à la Citoyenneté Mondiale et Solidaire dans l’enseignement. Edition 2020-2022.Îles de paix ASBL. (Belgium)",ACODEV,,,,,,,,,,2020,,['Formal Education'],,[],French,https://www.acodev.be/ressources/brochure-d%C3%A9couvrir-le-monde-apprendre-la-solidarit%C3%A9-%C3%A9dition-2020-2022.html-0,,,,
2149,Report,Les différentes faces de l’éducation à la citoyenneté mondiale. Enabel (Belgium),"Giraud, C.",,,,,,,,,,2020,,"['conceptual publications', 'Theoretical']",,"['conceptual publications', 'Theoretical']",French,https://wikicm.be/les-differentes-faces-de-leducation-a-la-citoyennete-mondiale/,,,,
2150,Report,"Ik, wij en de wereld: Whitepaper Natuur, Milieu, Duurzaamheid en Onderwijs. DuurzaamDoor.","Leusink, E.","Brummel, M.","Van Raaij, R.","Perez Salgado, F.",,,,,,,2015,,['Formal Education'],,"['Teacher education', 'training of trainers']",Dutch,https://research.ou.nl/en/publications/i-we-and-the-world-whitepaper-nature-environment-sustainability-a,,,,
2153,Report,Wereldburgerschapseducatie op maat. Behoefteonderzoek in het Vlaams secundair onderwijs. HIVA-KULeuven.,"Van Ongevalle, J.","Knipprath, H.","Juchtmans, G.","Pollet, I.",,,,,,,2016,,['Formal Education'],,['Policy related research'],Dutch,https://limo.libis.be/primo-explore/fulldisplay?docid=LIRIAS1897562&context=L&vid=Lirias&search_scope=Lirias&tab=default_tab&lang=en_US&fromSitemap=1,,,,
