id,type,title,author_1,author_2,author_3,author_4,author_5,author_6,author_7,author_8,author_9,author_10,book_editor_1,book_editor_2,book_editor_3,book_editor_4,book_editor_5,book_editor_6,book_editor_7,book_editor_8,book_editor_9,book_editor_10,in_book_title,book_publisher,book_publisher_place,pages,year,main_theme,secondary_theme,lang,link,doi,publication_country,search_term,rest
628,Book chapter,The Practice of Value-Creating Global Citizenship Education. Value-Creating Global Citizenship Education,Sharma N.,,,,,,,,,,,,,,,,,,,,Value-Creating Global Citizenship Education,Springer,,89-114,2018,"['conceptual publications', 'Theoretical']",[],English,https://link.springer.com/chapter/10.1007%2F978-3-319-78244-7_6,https://doi.org/10.1007/978-3-319-78244-7_6,,,
709,Book,Teaching Tolerance in a Globalized World,"Sandoval-Hernández, A.","Isac, M. M.","Miranda, D.",,,,,,,,,,,,,,,,,,,Springer,,,2018,['Formal Education'],[],English,https://link.springer.com/book/10.1007/978-3-319-78692-6,https://doi.org/10.1007/978-3-319-78692-6,,,
482,Book chapter,Teaching Tolerance in a Globalized World: An Introduction,"Isac, M.M.","Sandoval-Hernández, A.","Miranda, D.",,,,,,,,,,,,,,,,,,Teaching Tolerance in a Globalized World,,,1-10,2018,"['conceptual publications', 'Theoretical']",['Formal Education'],English,https://www.springer.com/gb/book/9783319786919,https://doi.org/10.1007/978-3-319-78692-6_1,,,
717,Book chapter,Teaching Tolerance in a Globalized World: An Introduction,"Isac, M.M.","Sandoval-Hernández, A.","Miranda, D.",,,,,,,,,,,,,,,,,,Teaching Tolerance in a Globalized World,,,1-10,2018,['Formal Education'],[],English,https://www.springer.com/gb/book/9783319786919,https://doi.org/10.1007/978-3-319-78692-6_1,,,
920,Book chapter,Using International School Partnerships to Promote Ocean Literacy,Gebbels S.,,,,,,,,,,,,,,,,,,,,Exemplary Practices in Marine Science Education,Springer,Cham,225-240,2019,"['educational partnerships', 'International Volunteering, study visits']",[],English,https://link.springer.com/book/10.1007/978-3-319-90778-9,https://doi.org/10.1007/978-3-319-90778-9_14,,,
876,Book,"Human Rights in Higher Education: Institutional, Classroom, and Community Approaches to Teaching Social Justice","Kingston, L. N. (Ed.)",,,,,,,,,,,,,,,,,,,,,Palgrave Macmillan,Switzerland,,2018,['Higher education research'],[],English,https://www.palgrave.com/la/book/9783319914206,https://doi.org/10.1007/978-3-319-91421-3,,,
514,Book chapter,Justice Real World Survivor: Simulating Poverty to Teach Human Rights and Sustainable Development,"Rosen, A. M.",,,,,,,,,,L. N. Kingston,,,,,,,,,,"Human Rights in Higher Education: Institutional, Classroom, and Community Approaches to Teaching Social",Location Palgrave Macmillan.,,97-112,2018,['Non-formal education'],['Higher education research'],English,https://www.palgrave.com/de/book/9783319914206#aboutBook,https://doi.org/10.1007/978-3-319-91421-3_6,,,
881,Book chapter,Justice Real World Survivor: Simulating Poverty to Teach Human Rights and Sustainable Development,"Rosen, A. M.",,,,,,,,,,L. N. Kingston,,,,,,,,,,"Human Rights in Higher Education: Institutional, Classroom, and Community Approaches to Teaching Social",Location Palgrave Macmillan.,,97-112,2018,['Higher education research'],[],English,https://www.palgrave.com/de/book/9783319914206#aboutBook,https://doi.org/10.1007/978-3-319-91421-3_6,,,
823,Book Chapter,Using Campus Resources and Problem-Based Learning to Prepare Students to Become Global Citizens,"Sexton, D.",,,,,,,,,,A. Traver,D. Leshem,,,,,,,,,Humanistic Pedagogy Across the Disciplines,,"Cham, Switzerland, Palgrave Macmillan. Retrieved from",273-290,2018,"['community work', 'Informal education including youth work, media']",[],English,https://link.springer.com/chapter/10.1007/978-3-319-95025-9_16,https://doi.org/10.1007/978-3-319-95025-9_16,,,
581,Book,Understanding Global Skills for 21st Century Professions.,Bourn D.,,,,,,,,,,,,,,,,,,,,,Palgrave MacMillan,,,2018,"['conceptual publications', 'Theoretical']",[],English,https://www.palgrave.com/de/book/9783319976549,https://doi.org/10.1007/978-3-319-97655-6,,,
501,Book,Conceptual Shifts and Contextualized Practices in Education for Glocal Interaction: Issues and Implications,"Selvi, A. F.","Rudolph, N.",,,,,,,,,,,,,,,,,,,,Springer,Singapore,,2018,['Non-formal education'],"['Informal education including youth work, media', 'community work']",English,https://www.springer.com/gb/book/9789811064203#aboutBook,https://doi.org/10.1007/978-981-10-6421-0,,,
805,Book,Conceptual Shifts and Contextualized Practices in Education for Glocal Interaction: Issues and Implications,"Selvi, A. F.","Rudolph, N.",,,,,,,,,,,,,,,,,,,,Springer,Singapore,,2018,"['community work', 'Informal education including youth work, media']",[],English,https://www.springer.com/gb/book/9789811064203#aboutBook,https://doi.org/10.1007/978-981-10-6421-0,,,
616,Book chapter,Asia Literacy and the Globally Oriented Citizen: Framing the Moral Dimension of Educating for Asia Literacy,"Peterson, A.",,,,,,,,,,,,,,,,,,,,Asia Literacy in a Global World,,,37-51,2018,"['conceptual publications', 'Theoretical']",[],English,,https://doi.org/10.1007/978-981-13-1068-3_4,,,
627,Book chapter,Impact of Globalization on Education in India: Towards Global Standards or Cultural Imperialism,Sharma A,Joshi A.,,,,,,,,,"Chakrabarti, G.","Sen, C.",,,,,,,,,The Globalization Conundrum—Dark Clouds behind the Silver Lining,Springer.,,257-265,2019,"['conceptual publications', 'Theoretical']",[],English,https://link.springer.com/chapter/10.1007%2F978-981-13-1727-9_15,https://doi.org/10.1007/978-981-13-1727-9_15,,,
1146,Book Chapter,Impact of Globalization on Education in India: Towards Global Standards or Cultural Imperialism,"Sharma, A.","Joshi, A.",,,,,,,,,"Chakrabarti, G.","Sen, C.",,,,,,,,,The Globalization Conundrum—Dark Clouds behind the Silver Lining,Springer,,257-265,2019,"['conceptual publications', 'Theoretical']",[],English,,https://doi.org/10.1007/978-981-13-1727-9_15,,,
788,Book chapter,Safety Education from the Perspective of Education for Sustainable Development (ESD),"Kitamura, Y.",,,,,,,,,,"Kitamura, Y.","Omomo, T.","Katsuno, M.",,,,,,,,Education in Japan: A Comprehensive Analysis of Education Reforms and Practices,Springer,Singapore,221-237,2019,['Non-formal education'],[],English,https://www.springer.com/gb/book/9789811326301,https://doi.org/10.1007/978-981-13-2632-5_14,,,
1098,Book,Global Higher Education Shared Communities: Efforts and Concerns from Key Universities in China,"Li, J.",,,,,,,,,,,,,,,,,,,,,Springer-Verlag,Singapore,,2019,['Higher education research'],['Policy related research'],English,,https://doi.org/10.1007/978-981-13-7763-1,,,
2563,Book Chapter,Towards a Common Framework for Global Citizenship Education: A Critical Review of UNESCO’s Conceptual Framework of Global Citizenship Education,"Sun, X.",,,,,,,,,,"Zhu, X.","Li, J.","Li, M.","Liu, Q.","Starkey, H",,,,,,Education and Mobility,Springer,Singapore,,2020,"['conceptual publications', 'Theoretical']",[],English,https://www.researchgate.net/profile/Maria-Kambouri/publication/340945977_Supporting_a_SEN_School_and_the_Teachers_in_Creating_an_App_for_Language_Development/links/5f31b3c1458515b729154309/Supporting-a-SEN-School-and-the-Teachers-in-Creating-an-App-for-Language-Development.pdf#page=265,https://doi.org/10.1007/978-981-13-9031-9_15,,,
129,Book Chapter,Critical education and postcolonialism,"Andreotti, V.","Souza, L.",,,,,,,,,M. A. Peters,,,,,,,,,,Encyclopedia of Educational Philosophy and Theory,Springer,Singapore,,2016,"['conceptual publications', 'Theoretical']",[],English,,https://doi.org/10.1007/978-981-287-532-7_182-1,,,
1133,Book Chapter,Citizenship Education on the World Stage: Curriculum for Cosmopolitanism,"McLeod, J.",,,,,,,,,,K. Edge,,,,,,,,,,"Transnational Perspectives on Democracy, Citizenship, Human Rights and Peace Education",Bloomsbury Academic,London,155-178,2019,"['conceptual publications', 'Theoretical']",['Formal Education'],English,,https://doi.org/10.1007/s40841-019-00125-4,,,
1093,Book,Children's rights and sustainable development : interpreting the UNCRC for future generations,"Fenton-Glynn, C.",,,,,,,,,,,,,,,,,,,,,Cambridge University Press,Cambridge,,2019,"['conceptual publications', 'Theoretical']",['Formal Education'],English,,https://doi.org/10.1017/9781108140348,,,
1143,Book Chapter,Exercising Global Citizenship in the Family: The Case of Language Brokering,"Phoenix, A.",,,,,,,,,,K. Edge,,,,,,,,,,"Transnational Perspectives on Democracy, Citizenship, Human Rights and Peace Education",Bloomsbury Academic,London,197-216,2019,"['community work', 'Informal education including youth work, media']",[],English,,https://doi.org/10.1017/9781108140348,,,
2580,Book,English Language Teaching and Teacher Education in East Asia: Global Challenges and Local Responses,"Tsui, A.",,,,,,,,,,,,,,,,,,,,,Cambridge University Press,New York,,2020,['Formal Education'],[],English,https://www.cambridge.org/us/academic/subjects/languages-linguistics/applied-linguistics-and-second-language-acquisition/english-language-teaching-and-teacher-education-east-asia-global-challenges-and-local-responses?format=HB,https://doi.org/10.1017/9781108856218,,,
2787,Book,Ensino Jurídico E Cidadania Planetária: É Preciso Educar Para A “Teia Da Vida”,"Donadel, T. Z.",,,,,,,,,,,,,,,,,,,,,,,,2017,['Higher education research'],"['conceptual publications', 'Theoretical']",Portuguese,https://repositorio.ufsm.br/handle/1/18516,https://doi.org/10.1017/9781108856218,Brazil,Braz team,
331,Book,Service Learning in Psychology: Enhancing Undergraduate Education for the Public Good,"Bringle, R. G.","Reeb, R. N.","Brown, M. A.","Ruiz, A. I.",,,,,,,,,,,,,,,,,,American Psychological Association,Washington,,2016,['Higher education research'],[],English,,https://doi.org/10.1037/14803-000,,,
802,Book,Education for Sustainability through Internationalisation: Transnational Knowledge Exchange and Global Citizenship,"Handa, N.",,,,,,,,,,,,,,,,,,,,,Palgrave Macmillan,London,,2018,"['community work', 'Informal education including youth work, media']",[],English,https://www.palgrave.com/de/book/9781137502964#aboutBook,https://doi.org/10.1057/978-1-137-50297-1,,,
336,Book,"Multiculturalism, higher education and intercultural communication: developing strengths-based narratives for teaching and learning","Spiteri, D.",,,,,,,,,,,,,,,,,,,,,Palgrave Macmillan,London,,2017,['Higher education research'],[],English,,https://doi.org/10.1057/978-1-137-51367-0,,,
1105,Book,Human rights in africa : Contemporary debates and struggles,"Sahle, E. N. (Ed.).",,,,,,,,,,,,,,,,,,,,,Palgrave Macmillan ProQuest Ebook Central,,,2019,"['conceptual publications', 'Theoretical']",['Formal Education'],English,,https://doi.org/10.1057/978-1-137-51915-3,,,
334,Book,"Assembling and governing the higher education institution: democracy, social justice and leadership in global higher education","Shultz, L.","Viczko, M.",,,,,,,,,,,,,,,,,,,,Palgrave Macmillan,London,,2016,['Higher education research'],[],English,,https://doi.org/10.1057/978-1-137-52261-0,,,
335,Book,"Civic Engagement and Community Service at Research Universities: Engaging Undergraduates for Social Justice, Social Change and Responsible Citizenship","Soria, K. M.","Mitchell, T. D. (Eds.)",,,,,,,,,,,,,,,,,,,,Palgrave Macmillan,London,,2016,['Higher education research'],[],English,,https://doi.org/10.1057/978-1-137-55312-6,,,
337,Book,"Socially just pedagogies, capabilities and quality in higher education: global perspectives","Walker, M.","Wilson-Strydom, M.",,,,,,,,,,,,,,,,,,,,Palgrave Macmillan,London,,2017,['Higher education research'],[],English,,https://doi.org/10.1057/978-1-137-55786-5,,,
333,Book,Intercultural Commnicative Competence for Global Citizenship,"Orsini-Jones, M.","Lee, F.",,,,,,,,,,,,,,,,,,,,Palgrave Macmillan,London,,2018,['Higher education research'],[],English,,https://doi.org/10.1057/978-1-137-58103-7,,,
804,Book,Intercultural Communicative Competence for Global Citizenship: Identifying Cyberpragmatic Rules of Engagement in Telecollaboration,"Orsini-Jones, M.","Lee, F.",,,,,,,,,,,,,,,,,,,,Palgrave Macmillan,London,,2018,"['community work', 'Informal education including youth work, media']",[],English,https://www.palgrave.com/de/book/9781137581020,https://doi.org/10.1057/978-1-137-58103-7,,,
116,Book,The Palgrave Handbook of Global Citizenship and Education,"Davies, I.","Ho, L.","Kiwan, D.","Peck, C. L.","Peterson, A.","Sant, E.","Waghid, Y. (Eds.).",,,,,,,,,,,,,,,Palgrave Macmillan,London,,2018,"['conceptual publications', 'Theoretical']",[],English,,https://doi.org/10.1057/978-1-137-59733-5,,,
617,Book chapter,Global Citizenship Education in Australasia,"Peterson, A.","Milligan, A.","Wood, B. E.",,,,,,,,"Davies, I.","Ho, L.","Kiwan, D.","Peck, C. L.","Peterson, A.","Sant, E.","Waghid, Y.",,,,"The Palgrave Handbook of Global Citizenship and Education, 1st ed. 2018 Edition.",,,3-20,2018,"['conceptual publications', 'Theoretical']",[],English,https://www.researchgate.net/publication/322397248_Global_Citizenship_Education_in_Australasia,https://doi.org/10.1057/978-1-137-59733-5_1,,,
608,Book chapter,Internationalism in Global Citizenship and Education,"Isaacs, T. I.",,,,,,,,,,"Davies, I.","Ho, L.","Kiwan, D.","Peck, C. L.","Peterson, A.","Sant, E.","Waghid, Y.",,,,"The Palgrave Handbook of Global Citizenship and Education, 1st ed. 2018 Edition.",Palgrave Macmillan,London,149-163,2018,"['conceptual publications', 'Theoretical']",[],English,https://www.palgrave.com/gb/book/9781137597328?wt_mc=ThirdParty.SpringerLink.3.EPR653.About_eBook#otherversion=9781137597335,https://doi.org/10.1057/978-1-137-59733-5_10,,,
503,Book chapter,Transnationalism in Education: Theoretical Discussions and the Implications for Teaching Global Citizenship Education,"Soong, H.",,,,,,,,,,"Davies, I.","Ho, L.","Kiwan, D.","Peck, C. L.","Peterson, A.","Sant, E.","Waghid, Y.",,,,"The Palgrave Handbook of Global Citizenship and Education, 1st ed. 2018 Edition.",Palgrave Macmillan,London,165-177,2018,"['conceptual publications', 'Theoretical']","['Teacher education', 'training of trainers']",English,https://www.palgrave.com/gp/book/9781137597328,https://doi.org/10.1057/978-1-137-59733-5_11,,,
840,Book chapter,Transnationalism in Education: Theoretical Discussions and the Implications for Teaching Global Citizenship Education,"Soong, H.",,,,,,,,,,"Davies, I.","Ho, L.","Kiwan, D.","Peck, C. L.","Peterson, A.","Sant, E.","Waghid, Y.",,,,"The Palgrave Handbook of Global Citizenship and Education, 1st ed. 2018 Edition.",Palgrave Macmillan,London,165-177,2018,"['training of trainers', 'Teacher education']",[],English,https://www.palgrave.com/gp/book/9781137597328,https://doi.org/10.1057/978-1-137-59733-5_11,,,
613,Book chapter,Why Cosmopolitanism Needs Rethinking,"Papastephanou, M.",,,,,,,,,,"Davies, I.","Ho, L.","Kiwan, D.","Peck, C. L.","Peterson, A.","Sant, E.","Waghid, Y.",,,,"The Palgrave Handbook of Global Citizenship and Education, 1st ed. 2018 Edition.",Palgrave Macmillan,London,179-192,2018,"['conceptual publications', 'Theoretical']",[],English,https://www.palgrave.com/gp/book/9781137597328,https://doi.org/10.1057/978-1-137-59733-5_12,,,
600,Book chapter,"Global Citizenship Education, Postcolonial Identities, and a Moral Imagination","Davids, N.",,,,,,,,,,"Davies, I.","Ho, L.","Kiwan, D.","Peck, C. L.","Peterson, A.","Sant, E.","Waghid, Y.",,,,"The Palgrave Handbook of Global Citizenship and Education, 1st ed. 2018 Edition.",Palgrave Macmillan,London,193-207,2018,"['conceptual publications', 'Theoretical']",[],English,https://www.palgrave.com/de/book/9781137597328,https://doi.org/10.1057/978-1-137-59733-5_13,,,
604,Book chapter,Indigeneity and Global Citizenship Education: A Critical Epistemological Reflection,"Higgs, P.",,,,,,,,,,"Davies, I.","Ho, L.","Kiwan, D.","Peck, C. L.","Peterson, A.","Sant, E.","Waghid, Y.",,,,"The Palgrave Handbook of Global Citizenship and Education, 1st ed. 2018 Edition.",Palgrave Macmillan,London,209-223,2018,"['conceptual publications', 'Theoretical']",[],English,https://www.palgrave.com/de/book/9781137597328?wt_mc=ThirdParty.SpringerLink.3.EPR653.About_eBook#otherversion=9781137597335,https://doi.org/10.1057/978-1-137-59733-5_14,,,
624,Book chapter,Justice and Global Citizenship Education,"Sant, E.","Lewis, S.","Delgado, S.","Ross, E. W.",,,,,,,"Davies, I.","Ho, L.","Kiwan, D.","Peck, C. L.","Peterson, A.","Sant, E.","Waghid, Y.",,,,"The Palgrave Handbook of Global Citizenship and Education, 1st ed. 2018 Edition.",Palgrave Macmillan,London,227-243,2018,"['conceptual publications', 'Theoretical']",[],English,https://www.palgrave.com/de/book/9781137597328,https://doi.org/10.1057/978-1-137-59733-5_15,,,
629,Book chapter,Global Citizenship and Equity: Cracking the Code and Finding Decolonial Possibility,"Shultz, L.",,,,,,,,,,"Davies, I.","Ho, L.","Kiwan, D.","Peck, C. L.","Peterson, A.","Sant, E.","Waghid, Y.",,,,"The Palgrave Handbook of Global Citizenship and Education, 1st ed. 2018 Edition.",Palgrave Macmillan,London,245-256,2018,"['conceptual publications', 'Theoretical']",[],English,https://www.palgrave.com/gp/book/9781137597328,https://doi.org/10.1057/978-1-137-59733-5_16,,,
603,Book chapter,"Diversity, Global Citizenship and the Culturally Responsive School","Hattam, R.",,,,,,,,,,"Davies, I.","Ho, L.","Kiwan, D.","Peck, C. L.","Peterson, A.","Sant, E.","Waghid, Y.",,,,"The Palgrave Handbook of Global Citizenship and Education, 1st ed. 2018 Edition.",Palgrave Macmillan,London,257-275,2018,"['conceptual publications', 'Theoretical']",[],English,https://www.palgrave.com/gp/book/9781137597328,https://doi.org/10.1057/978-1-137-59733-5_17,,,
614,Book chapter,"Identity, Belonging and Diversity in Education for Global Citizenship: Multiplying, Intersecting, Transforming, and Engaging Lived Realities","Pashby, K.",,,,,,,,,,"Davies, I.","Ho, L.","Kiwan, D.","Peck, C. L.","Peterson, A.","Sant, E.","Waghid, Y.",,,,"The Palgrave Handbook of Global Citizenship and Education, 1st ed. 2018 Edition.",Palgrave Macmillan,London,277-293,2018,"['conceptual publications', 'Theoretical']",[],English,https://www.palgrave.com/gp/book/9781137597328,https://doi.org/10.1057/978-1-137-59733-5_18,,,
602,Book chapter,Sustainable Development and Global Citizenship Education: Challenging Imperatives,"Gough, A.",,,,,,,,,,"Davies, I.","Ho, L.","Kiwan, D.","Peck, C. L.","Peterson, A.","Sant, E.","Waghid, Y.",,,,"The Palgrave Handbook of Global Citizenship and Education, 1st ed. 2018 Edition.",Palgrave Macmillan,London,295-312,2018,"['conceptual publications', 'Theoretical']",[],English,https://www.palgrave.com/gp/book/9781137597328,https://doi.org/10.1057/978-1-137-59733-5_19,,,
622,Book chapter,Europe and Global Citizenship,"Ross, A.","Davies, I.",,,,,,,,,"Davies, I.","Ho, L.","Kiwan, D.","Peck, C. L.","Peterson, A.","Sant, E.","Waghid, Y.",,,,"The Palgrave Handbook of Global Citizenship and Education, 1st ed. 2018 Edition.",,,21-36,2018,"['conceptual publications', 'Theoretical']",[],English,https://www.palgrave.com/gp/book/9781137597328,https://doi.org/10.1057/978-1-137-59733-5_2,,,
458,Book chapter,Economy and Economics,"Hedtke, R.",,,,,,,,,,"Davies, I.","Ho, L.","Kiwan, D.","Peck, C. L.","Peterson, A.","Sant, E.","Waghid, Y.",,,,"The Palgrave Handbook of Global Citizenship and Education, 1st ed. 2018 Edition.",Palgrave Macmillan,London,315-329,2018,"['conceptual publications', 'Theoretical']",['Policy related research'],English,https://www.palgrave.com/gp/book/9781137597328,https://doi.org/10.1057/978-1-137-59733-5_20,,,
545,Book chapter,"Politics, Global Citizenship and Implications for Education","Parmenter, L.",,,,,,,,,,"Davies, I.","Ho, L.","Kiwan, D.","Peck, C. L.","Peterson, A.","Sant, E.","Waghid, Y.",,,,"The Palgrave Handbook of Global Citizenship and Education, 1st ed. 2018 Edition.",Palgrave Macmillan,London,331-345,2018,['Policy related research'],[],English,https://www.palgrave.com/gp/book/9781137597328,https://doi.org/10.1057/978-1-137-59733-5_21,,,
598,Book chapter,Culture and Citizenship,"Alviar-Martin, T.",,,,,,,,,,"Davies, I.","Ho, L.","Kiwan, D.","Peck, C. L.","Peterson, A.","Sant, E.","Waghid, Y.",,,,"The Palgrave Handbook of Global Citizenship and Education, 1st ed. 2018 Edition.",Palgrave Macmillan,London,347-361,2018,"['conceptual publications', 'Theoretical']",[],English,,https://doi.org/10.1057/978-1-137-59733-5_22,,,
612,Book chapter,Morality,"Misco, T.",,,,,,,,,,"Davies, I.","Ho, L.","Kiwan, D.","Peck, C. L.","Peterson, A.","Sant, E.","Waghid, Y.",,,,"The Palgrave Handbook of Global Citizenship and Education, 1st ed. 2018 Edition.",Palgrave Macmillan,London,363-376,2018,"['conceptual publications', 'Theoretical']",[],English,,https://doi.org/10.1057/978-1-137-59733-5_23,,,
630,Book chapter,Transformative Spirituality and Citizenship,"Subedi, B. (et al.)",,,,,,,,,,"Davies, I.","Ho, L.","Kiwan, D.","Peck, C. L.","Peterson, A.","Sant, E.","Waghid, Y.",,,,"The Palgrave Handbook of Global Citizenship and Education, 1st ed. 2018 Edition.",Palgrave Macmillan,London,377-392,2018,"['conceptual publications', 'Theoretical']",[],English,https://www.palgrave.com/gp/book/9781137597328,https://doi.org/10.1057/978-1-137-59733-5_24,,,
473,Book chapter,"Race, National Exclusion, and the Implications for Global Citizenship Education","Bondy, J. M.","Johnson, A.",,,,,,,,,"Davies, I.","Ho, L.","Kiwan, D.","Peck, C. L.","Peterson, A.","Sant, E.","Waghid, Y.",,,,"The Palgrave Handbook of Global Citizenship and Education, 1st ed. 2018 Edition.",Palgrave Macmillan,London,393-407,2018,['Policy related research'],['Formal Education'],English,https://www.palgrave.com/de/book/9781137597328,https://doi.org/10.1057/978-1-137-59733-5_25,,,
882,Book chapter,"Gender, Sexuality and Global Citizenship Education: Addressing the Role of Higher Education in Tackling Sexual Harassment and Violence","Sundaram, V.",,,,,,,,,,"Davies, I.","Ho, L.","Kiwan, D.","Peck, C. L.","Peterson, A.","Sant, E.","Waghid, Y.",,,,"The Palgrave Handbook of Global Citizenship and Education, 1st ed. 2018 Edition.",Palgrave Macmillan,London,409-423,2018,['Higher education research'],[],English,https://www.palgrave.com/gp/book/9781137597328,https://doi.org/10.1057/978-1-137-59733-5_26,,,
620,Book chapter,Migration and Implications for Global Citizenship Education: Tensions and Perspectives,"Quaynor, L.","Murillo, A.",,,,,,,,,"Davies, I.","Ho, L.","Kiwan, D.","Peck, C. L.","Peterson, A.","Sant, E.","Waghid, Y.",,,,"The Palgrave Handbook of Global Citizenship and Education, 1st ed. 2018 Edition.",Palgrave Macmillan,London,425-438,2018,"['conceptual publications', 'Theoretical']",[],English,https://www.palgrave.com/gp/book/9781137597328,https://doi.org/10.1057/978-1-137-59733-5_27,,,
632,Book chapter,Social Class,"Wakeling, P.",,,,,,,,,,"Davies, I.","Ho, L.","Kiwan, D.","Peck, C. L.","Peterson, A.","Sant, E.","Waghid, Y.",,,,"The Palgrave Handbook of Global Citizenship and Education, 1st ed. 2018 Edition.",Palgrave Macmillan,London,439-453,2018,"['conceptual publications', 'Theoretical']",[],English,https://www.palgrave.com/gp/book/9781137597328,https://doi.org/10.1057/978-1-137-59733-5_28,,,
625,Book chapter,History Education and Global Citizenship Education,"Santisteban, A.","Pages, J.","Bravo, L.",,,,,,,,"Davies, I.","Ho, L.","Kiwan, D.","Peck, C. L.","Peterson, A.","Sant, E.","Waghid, Y.",,,,"The Palgrave Handbook of Global Citizenship and Education, 1st ed. 2018 Edition.",Palgrave Macmillan,London,457-472,2018,"['conceptual publications', 'Theoretical']",[],English,https://www.palgrave.com/us/book/9781137597328,https://doi.org/10.1057/978-1-137-59733-5_29,,,
610,Book chapter,The Middle East,"Kiwan, D.",,,,,,,,,,"Davies, I.","Ho, L.","Kiwan, D.","Peck, C. L.","Peterson, A.","Sant, E.","Waghid, Y.",,,,"The Palgrave Handbook of Global Citizenship and Education, 1st ed. 2018 Edition.",,,37-50,2018,"['conceptual publications', 'Theoretical']",[],English,https://www.palgrave.com/gb/book/9781137597328?wt_mc=ThirdParty.SpringerLink.3.EPR653.About_eBook#otherversion=9781137597335,https://doi.org/10.1057/978-1-137-59733-5_3,,,
481,Book chapter,Global Citizenship Education and Geography,"Gaudelli, W.","Schmidt, J.",,,,,,,,,"Davies, I.","Ho, L.","Kiwan, D.","Peck, C. L.","Peterson, A.","Sant, E.","Waghid, Y.",,,,"The Palgrave Handbook of Global Citizenship and Education, 1st ed. 2018 Edition.",Palgrave Macmillan,London,473-487,2018,"['conceptual publications', 'Theoretical']",['Formal Education'],English,https://www.palgrave.com/gb/book/9781137597328,https://doi.org/10.1057/978-1-137-59733-5_30,,,
719,Book chapter,Intercultural Citizenship Education in the Language Classroom,"Porto, M.",,,,,,,,,,"Davies, I.","Ho, L.","Kiwan, D.","Peck, C. L.","Peterson, A.","Sant, E.","Waghid, Y.",,,,"The Palgrave Handbook of Global Citizenship and Education, 1st ed. 2018 Edition.",Palgrave Macmillan,London,489-506,2018,['Formal Education'],[],English,https://www.palgrave.com/gp/book/9781137597328,https://doi.org/10.1057/978-1-137-59733-5_31,,,
715,Book chapter,Science Education: Educating the Citizens of the Future,"Geelan, D.",,,,,,,,,,"Davies, I.","Ho, L.","Kiwan, D.","Peck, C. L.","Peterson, A.","Sant, E.","Waghid, Y.",,,,"The Palgrave Handbook of Global Citizenship and Education, 1st ed. 2018 Edition.",Palgrave Macmillan,London,507-521,2018,['Formal Education'],[],English,https://www.palgrave.com/gp/book/9781137597328,https://doi.org/10.1057/978-1-137-59733-5_32,,,
607,Book chapter,Drama Education and Global Citizenship and Education,"Ikeno, N. (et al.)",,,,,,,,,,"Davies, I.","Ho, L.","Kiwan, D.","Peck, C. L.","Peterson, A.","Sant, E.","Waghid, Y.",,,,"The Palgrave Handbook of Global Citizenship and Education, 1st ed. 2018 Edition.",Palgrave Macmillan,London,523-537,2018,"['conceptual publications', 'Theoretical']",[],English,https://www.palgrave.com/gb/book/9781137597328?wt_mc=ThirdParty.SpringerLink.3.EPR653.About_eBook#otherversion=9781137597335,https://doi.org/10.1057/978-1-137-59733-5_33,,,
615,Book chapter,Social Media and Youth: Implications for Global Citizenship Education,"Pathak-Shelat, M.",,,,,,,,,,"Davies, I.","Ho, L.","Kiwan, D.","Peck, C. L.","Peterson, A.","Sant, E.","Waghid, Y.",,,,"The Palgrave Handbook of Global Citizenship and Education, 1st ed. 2018 Edition.",Palgrave Macmillan,London,539-555,2018,"['conceptual publications', 'Theoretical']",[],English,https://www.palgrave.com/gp/book/9781137597328,https://doi.org/10.1057/978-1-137-59733-5_34,,,
424,Book Chapter,"Seeking Global Citizenship Through International Experiential/Service Learning and Global Citizenship Education: Challenges of Power, Knowledge and Difference for Practitioners","Larkin, A.",,,,,,,,,,"Davies, I.","Ho, L.","Kiwan, D.","Peck, C. L.","Peterson, A.","Sant, E.","Waghid, Y.",,,,The Palgrave Handbook of Global Citizenship and Education,Palgrave Macmillan,London,557-571,2018,"['educational partnerships', 'International Volunteering, study visits']",[],English,,https://doi.org/10.1057/978-1-137-59733-5_35,,,
789,Book chapter,"Seeking Global Citizenship Through International Experiential/Service Learning and Global Citizenship Education: Challenges of Power, Knowledge and Difference for Practitioners","Larkin, A.",,,,,,,,,,"Davies, I.","Ho, L.","Kiwan, D.","Peck, C. L.","Peterson, A.","Sant, E.","Waghid, Y.",,,,"The Palgrave Handbook of Global Citizenship and Education, 1st ed. 2018 Edition.",Palgrave Macmillan,London,557-571,2018,['Non-formal education'],[],English,https://www.palgrave.com/gp/book/9781137597328,https://doi.org/10.1057/978-1-137-59733-5_35,,,
921,Book chapter,Study Abroad and Global Citizenship: Paradoxes and Possibilities,"Pike, G.","Sillem, M.",,,,,,,,,"Davies, I.","Ho, L.","Kiwan, D.","Peck, C. L.","Peterson, A.","Sant, E.","Waghid, Y.",,,,"The Palgrave Handbook of Global Citizenship and Education, 1st ed. 2018 Edition.",Palgrave Macmillan,London,573-587,2018,"['educational partnerships', 'International Volunteering, study visits']",[],English,https://www.palgrave.com/gp/book/9781137597328,https://doi.org/10.1057/978-1-137-59733-5_36,,,
